Player,Pos,Spotrac_ID,Team,Trans_Date,Trans
Joffrey Lauvergne, PF,http://www.spotrac.com/redirect/player/13368/,SAS,Jul 18 2017,Signed a 2 year $3.18 million contract with San Antonio (SAS)				
Jonathon Simmons, SF,http://www.spotrac.com/redirect/player/17983/,SAS,Jul 14 2017,Agreed to a 3 year $20 million contract with Orlando (ORL)				
Brandon Paul, SG,http://www.spotrac.com/redirect/player/20889/,SAS,Jul 14 2017,Signed a 2 year $2.19 million contract with San Antonio SAS)				
Dewayne Dedmon, C,http://www.spotrac.com/redirect/player/13536/,SAS,Jul 11 2017,Agreed to a 2 year $14.1 million contract with Atlanta (ATL)				
Derrick White, PG,http://www.spotrac.com/redirect/player/23624/,SAS,Jul 6 2017,Signed a 2 year $3.07 million contract with San Antonio (SAS)				
Rudy Gay, SF,http://www.spotrac.com/redirect/player/2534/,SAS,Jul 6 2017,Signed a 2 year $17.2 million contract with San Antonio (SAS)				
David Lee, PF,http://www.spotrac.com/redirect/player/2623/,SAS,Jun 29 2017,Declined $2.3 million Player Option with San Antonio (SAS) for 2017-18				
Jonathon Simmons, SF,http://www.spotrac.com/redirect/player/17983/,SAS,Jun 26 2017,San Antonio (SAS) extended $1.67 million Qualifying Offer; becomes a Restricted Free Agent				
Jaron Blossomgame, SF,http://www.spotrac.com/redirect/player/23660/,SAS,Jun 22 2017,Drafted by San Antonio (SAS): Round 2 (#59overall)				
Derrick White, PG,http://www.spotrac.com/redirect/player/23624/,SAS,Jun 22 2017,Drafted by San Antonio (SAS): Round 1 (#29overall)				
Pau Gasol, PF,http://www.spotrac.com/redirect/player/2518/,SAS,Jun 20 2017,Declined $16.2 million Player Option with San Antonio (SAS) for 2017-18				
Dewayne Dedmon, C,http://www.spotrac.com/redirect/player/13536/,SAS,May 30 2017,Declined $3.03 million Player Option with San Antonio (SAS) for 2017-18				
Dewayne Dedmon, C,http://www.spotrac.com/redirect/player/13536/,SAS,May 1 2017,Fined $2000 foe ejection from HOU-SAS game (playoff)				
Joel Anthony, C,http://www.spotrac.com/redirect/player/2543/,SAS,Feb 12 2017,Signed a 1 year $498k contract with San Antonio (SAS)				
Joel Anthony, C,http://www.spotrac.com/redirect/player/2543/,SAS,Feb 2 2017,Signed a 10-day contract with San Antonio (SAS)				
Joel Anthony, C,http://www.spotrac.com/redirect/player/2543/,SAS,Jan 23 2017,Signed a 10-day contract with San Antonio (SAS)				
Matt Williams, SG,http://www.spotrac.com/redirect/player/24262/,MIA,Dec 31 2017,Waived by Miami (MIA)				
Matt Williams, SG,http://www.spotrac.com/redirect/player/24262/,MIA,Oct 15 2017,Waived by Miami (MIA)				
Tony Mitchell, PF,http://www.spotrac.com/redirect/player/13350/,MIA,Oct 14 2017,Waived by Miami (MIA)				
DeAndre Liggins, SG,http://www.spotrac.com/redirect/player/8105/,MIA,Oct 14 2017,Waived by Miami (MIA)				
Erik McCree, F,http://www.spotrac.com/redirect/player/24490/,MIA,Oct 14 2017,Waived by Miami (MIA)				
Tony Mitchell, PF,http://www.spotrac.com/redirect/player/13350/,MIA,Oct 12 2017,Signed a contract with Miami (MIA)				
Larry Drew II, PG,http://www.spotrac.com/redirect/player/13563/,MIA,Oct 12 2017,Waived by Miami (MIA)				
DeAndre Liggins, SG,http://www.spotrac.com/redirect/player/8105/,MIA,Oct 10 2017,Signed a contract with Miami (MIA)				
Justise Winslow, SF,http://www.spotrac.com/redirect/player/17838/,MIA,Sep 19 2017,Miami (MIA) exercised $3.44 million option for 2018-19				
Erik McCree, F,http://www.spotrac.com/redirect/player/24490/,MIA,Sep 19 2017,Signed a contract with Miami (MIA)				
Josh Richardson, SG,http://www.spotrac.com/redirect/player/17868/,MIA,Sep 18 2017,Signed a 4 year $42 million contract extension with Miami (MIA)				
Larry Drew II, PG,http://www.spotrac.com/redirect/player/13563/,MIA,Sep 6 2017,Signed a contract with Miami (MIA)				
Jordan Mickey, PF,http://www.spotrac.com/redirect/player/17861/,MIA,Aug 20 2017,Signed a 1 year $1.5 million contract with Miami (MIA) - includes 2nd Year Club Option				
Luke Babbitt, SF,http://www.spotrac.com/redirect/player/6898/,MIA,Aug 9 2017,Signed a 1 year $1.97 million contract with Atlanta (ATL)				
Willie Reed, C,http://www.spotrac.com/redirect/player/11665/,MIA,Aug 3 2017,Signed a 1 year $1.58 million contract with Los Angeles (LAC)				
Derrick Walton Jr., G,http://www.spotrac.com/redirect/player/24263/,MIA,Jul 24 2017,Signed a two-way contract with Miami (MIA)				
Matt Williams, SG,http://www.spotrac.com/redirect/player/24262/,MIA,Jul 24 2017,Signed a 1 year $816k contract with Miami (MIA)				
Udonis Haslem, PF,http://www.spotrac.com/redirect/player/2549/,MIA,Jul 20 2017,Signed a 1 year $2.3 million contract with Miami (MIA)				
James Johnson, PF,http://www.spotrac.com/redirect/player/6279/,MIA,Jul 7 2017,Signed a 3 year $$43.3 million contract with Miami (MIA) - includes 4th Year Club Option				
A.J. Hammons, C,http://www.spotrac.com/redirect/player/20252/,MIA,Jul 7 2017,Traded to Miami (MIA) from Dallas (DAL)  for  Josh McRoberts
Kelly Olynyk, C,http://www.spotrac.com/redirect/player/13326/,MIA,Jul 7 2017,Signed a 4 year $50 million contract with Miami (MIA)				
Dion Waiters, SG,http://www.spotrac.com/redirect/player/10812/,MIA,Jul 7 2017,Signed a 4 year $52 million contract with Miami (MIA)				
Chris Bosh, PF,http://www.spotrac.com/redirect/player/2732/,MIA,Jul 4 2017,Waived by Miami (MIA)				
Edrice Adebayo, PF,http://www.spotrac.com/redirect/player/23609/,MIA,Jul 1 2017,Signed a 2 year $5.45 million contract with Miami (MIA)				
Edrice Adebayo, PF,http://www.spotrac.com/redirect/player/23609/,MIA,Jun 22 2017,Drafted by Miami (MIA): Round 1 (#14overall)				
Dion Waiters, SG,http://www.spotrac.com/redirect/player/10812/,MIA,Jun 2 2017,Declining $3.03 million Player Option with Miami (MIA) for 2017-18				
Willie Reed, C,http://www.spotrac.com/redirect/player/11665/,MIA,Jun 1 2017,Declined $1.09 million Player Option with Miami (MIA) for 2017-18				
Josh McRoberts, PF,http://www.spotrac.com/redirect/player/2678/,MIA,May 23 2017,Exercised $6.02 million Player Option with Miami (MIA) for 2017-18				
Marcus Georges-Hunt, SG,http://www.spotrac.com/redirect/player/20982/,MIA,Apr 3 2017,Signed a 2 year contract with Orlando (ORL)				
Marcus Georges-Hunt, SG,http://www.spotrac.com/redirect/player/20982/,MIA,Feb 8 2017,Signed a 10-day contract with Miami (MIA) - via hardship exception				
Okaro White, PF,http://www.spotrac.com/redirect/player/20798/,MIA,Feb 6 2017,Signed a 2 year $1.52 million contract with Miami (MIA)				
Derrick Williams, PF,http://www.spotrac.com/redirect/player/8052/,MIA,Feb 6 2017,Waived by Miami (MIA)				
James Johnson, PF,http://www.spotrac.com/redirect/player/6279/,MIA,Feb 3 2017,Fined $25000 for altercation during ATL-MIA game				
James Johnson, PF,http://www.spotrac.com/redirect/player/6279/,MIA,Feb 1 2017,Fined $2000 for ejection from ATL-MIA game				
Okaro White, PF,http://www.spotrac.com/redirect/player/20798/,MIA,Jan 27 2017,Signed a 10-day contract with Miami (MIA)				
Okaro White, PF,http://www.spotrac.com/redirect/player/20798/,MIA,Jan 17 2017,Signed a 10-day contract with Miami (MIA)				
Dion Waiters, SG,http://www.spotrac.com/redirect/player/10812/,MIA,Jan 8 2017,Fined $2000 for ejection from MIA-LAC game				
Goran Dragic, PG,http://www.spotrac.com/redirect/player/6146/,MIA,Jan 6 2017,Fined $2000 for ejection from MIA-LAL game				
Justise Winslow, SF,http://www.spotrac.com/redirect/player/17838/,MIA,Apr 20 2018,Fined $15000 for stepping on Joel Embiid’s mask during PHI-MIA game				
Hassan Whiteside, C,http://www.spotrac.com/redirect/player/6915/,MIA,Apr 1 2018,Fined (undisclosed amount) by Miami (MIA) for 'comments detrimental to the team'				
Okaro White, PF,http://www.spotrac.com/redirect/player/20798/,MIA,Feb 8 2018,Traded to Atlanta (ATL) from Miami (MIA)  for  Luke Babbitt
A.J. Hammons, C,http://www.spotrac.com/redirect/player/20252/,MIA,Feb 8 2018,Waived by Miami (MIA)				
Dwyane Wade, SG,http://www.spotrac.com/redirect/player/2556/,MIA,Feb 8 2018,Traded to Miami (MIA) from Cleveland (CLE)  for 2024 2nd round pick				
James Johnson, PF,http://www.spotrac.com/redirect/player/6279/,MIA,Jan 10 2018,Suspended 1 game (forfeit $94717) for fighting during MIA-TOR game				
James Johnson, PF,http://www.spotrac.com/redirect/player/6279/,MIA,Jan 9 2018,Fined $2000 for ejection from MIA-TOR game				
Mindaugas Kuzminskas, SF,http://www.spotrac.com/redirect/player/20688/,NYK,Nov 12 2017,Waived by New York (NYK)				
Trey Burke, PG,http://www.spotrac.com/redirect/player/13322/,NYK,Oct 14 2017,Waived by New York (NYK)				
Nigel Hayes, PF,http://www.spotrac.com/redirect/player/23669/,NYK,Oct 14 2017,Waived by New York (NYK)				
Xavier Rathan-Mayes, SG,http://www.spotrac.com/redirect/player/24382/,NYK,Oct 14 2017,Waived by New York (NYK)				
Trey Burke, PG,http://www.spotrac.com/redirect/player/13322/,NYK,Oct 11 2017,Signed a contract with New York (NYK)				
Jamel Artis, SF,http://www.spotrac.com/redirect/player/23716/,NYK,Oct 4 2017,Waived by New York (NYK)				
Chasson Randle, PG,http://www.spotrac.com/redirect/player/20940/,NYK,Sep 25 2017,Waived by New York (NYK)				
Doug McDermott, SF,http://www.spotrac.com/redirect/player/15363/,NYK,Sep 25 2017,Traded to New York (NYK) from Oklahoma City (OKC)  with  Enes KanterCarmelo Anthony
Jarrett Jack, PG,http://www.spotrac.com/redirect/player/2675/,NYK,Sep 14 2017,Signed a contract with New York (NYK)				
Marshall Plumlee, PF,http://www.spotrac.com/redirect/player/20282/,NYK,Aug 23 2017,Signed a 1 year $1.31 million a contract with Los Angeles (LAC)				
Jamel Artis, SF,http://www.spotrac.com/redirect/player/23716/,NYK,Aug 21 2017,Signed a 1 year $816k contract with New York (NYK)				
Nigel Hayes, PF,http://www.spotrac.com/redirect/player/23669/,NYK,Aug 21 2017,Signed a 1 year $816k contract with New York (NYK) - $50k guaranteed				
Xavier Rathan-Mayes, SG,http://www.spotrac.com/redirect/player/24382/,NYK,Aug 18 2017,Signed a 1 year $816k contract with New York (NYK)				
Kristaps Porzingis, PF,http://www.spotrac.com/redirect/player/17832/,NYK,Aug 11 2017,New York (NYK) exercised $5.69 million option for 2018-2019				
Michael Beasley, SF,http://www.spotrac.com/redirect/player/6127/,NYK,Aug 9 2017,Signed a 1 year contract with New York (NYK)				
Ramon Sessions, PG,http://www.spotrac.com/redirect/player/2566/,NYK,Aug 8 2017,Signed a 1 year $2.3 million contract with New York (NYK)				
Damyean Dotson, SG,http://www.spotrac.com/redirect/player/23645/,NYK,Aug 7 2017,Signed a 3 year $4.1 million contract with New York (NYK)				
Ron Baker, SG,http://www.spotrac.com/redirect/player/20278/,NYK,Aug 7 2017,Signed a 2 year $8.87 million contract with New York (NYK)				
Derrick Rose, PG,http://www.spotrac.com/redirect/player/6095/,NYK,Jul 25 2017,Signed a 1 year $2.1 million contract with Cleveland (CLE)				
Justin Holiday, SG,http://www.spotrac.com/redirect/player/11441/,NYK,Jul 10 2017,Signed a 2 year $9 million contract with Chicago (CHI)				
Marshall Plumlee, PF,http://www.spotrac.com/redirect/player/20282/,NYK,Jul 7 2017,Waived by New York (NYK)				
Tim Hardaway Jr., SG,http://www.spotrac.com/redirect/player/13337/,NYK,Jul 6 2017,Signed a 4 year $70.95 million Offer Sheet with New York (NYK); Atlanta (ATL) can match				
Ron Baker, SG,http://www.spotrac.com/redirect/player/20278/,NYK,Jul 6 2017,New York (NYK) withdrew Qualifying Offer; becomes an Unrestricted Free Agent				
Frank Ntilikina, PG,http://www.spotrac.com/redirect/player/23603/,NYK,Jul 5 2017,Signed a 2 $7.66 million year contract with New York (NYK)				
Maurice N'dour, PF,http://www.spotrac.com/redirect/player/18047/,NYK,Jun 30 2017,Waived by New York (NYK)				
Luke Kornet, C,http://www.spotrac.com/redirect/player/23670/,NYK,Jun 23 2017,Signed a two-way contract with New York (NYK)				
Ognjen Jaramaz, PF,http://www.spotrac.com/redirect/player/23659/,NYK,Jun 22 2017,Drafted by New York (NYK): Round 2 (#58overall)				
Damyean Dotson, SG,http://www.spotrac.com/redirect/player/23645/,NYK,Jun 22 2017,Drafted by New York (NYK): Round 2 (#44overall)				
Frank Ntilikina, PG,http://www.spotrac.com/redirect/player/23603/,NYK,Jun 22 2017,Drafted by New York (NYK): Round 1 (#8overall)				
Joakim Noah, C,http://www.spotrac.com/redirect/player/2248/,NYK,Mar 25 2017,Suspended 20 games (forfeit $3174364) for violating the NBA’s anti-drug program (2016: $1236364; 2017: $1938000)				
Chasson Randle, PG,http://www.spotrac.com/redirect/player/20940/,NYK,Feb 27 2017,Signed a 2 year $1.46 million contract with New York (NYK)				
Brandon Jennings, PG,http://www.spotrac.com/redirect/player/6299/,NYK,Feb 27 2017,Waived by New York (NYK)				
Kyle O'Quinn, C,http://www.spotrac.com/redirect/player/10874/,NYK,Jan 11 2017,Fined $25000 for striking Anthony Davis during NOP-NYK game				
Derrick Rose, PG,http://www.spotrac.com/redirect/player/6095/,NYK,Jan 10 2017,Fined for missing NYK-NOP game [undisclosed amount]				
Kyle O'Quinn, C,http://www.spotrac.com/redirect/player/10874/,NYK,Jan 9 2017,Fined $2000 for ejection from NOP-NYK game				
Brandon Jennings, PG,http://www.spotrac.com/redirect/player/6299/,NYK,Jan 7 2017,Fined $4000 for ejection from NYK-IND game				
Troy Williams, SF,http://www.spotrac.com/redirect/player/20919/,NYK,Mar 13 2018,Signed a 2 year $1.76 million contract with New York (NYK)				
Troy Williams, SF,http://www.spotrac.com/redirect/player/20919/,NYK,Mar 3 2018,Signed a 10-day contract with New York (NYK)				
Troy Williams, SF,http://www.spotrac.com/redirect/player/20919/,NYK,Feb 21 2018,Signed a 10-day contract with New York (NYK)				
Emmanuel Mudiay, PG,http://www.spotrac.com/redirect/player/17835/,NYK,Feb 8 2018,Traded to New York (NYK) from Denver (DEN) as part of a 3-team trade: New York (NYK) traded  Devin HarrisDoug McDermott
Johnny O'Bryant, PF,http://www.spotrac.com/redirect/player/15388/,NYK,Feb 7 2018,Traded to New York (NYK) from Charlotte (CHA)  with 2020 2nd round pick and 2021 2nd round pick for  Willy Hernangomez
Trey Burke, PG,http://www.spotrac.com/redirect/player/13322/,NYK,Jan 14 2018,Signed a 2 year $2.6 million contract with New York (NYK)				
Ramon Sessions, PG,http://www.spotrac.com/redirect/player/2566/,NYK,Jan 13 2018,Waived by New York (NYK)				
Johnny O'Bryant, PF,http://www.spotrac.com/redirect/player/15388/,NYK,Jan 8 2018,Waived by New York (NYK)				
Anthony Davis, PF,http://www.spotrac.com/redirect/player/10809/,NOP,Dec 1 2017,Fined $25000 for verbally abusing a game official during MIN-NOP game				
DeMarcus Cousins, C,http://www.spotrac.com/redirect/player/6886/,NOP,Nov 20 2017,Fined $2000 for ejection from OKC-NOP game				
Josh Smith, SF,http://www.spotrac.com/redirect/player/2205/,NOP,Nov 10 2017,Waived by New Orleans (NOP)				
Josh Smith, SF,http://www.spotrac.com/redirect/player/2205/,NOP,Oct 28 2017,Signed a 1 year $2.17 million contract with New Orleans (NOP)				
Jordan Crawford, SG,http://www.spotrac.com/redirect/player/6909/,NOP,Oct 22 2017,Waived by New Orleans (NOP)				
Jameer Nelson, PG,http://www.spotrac.com/redirect/player/2642/,NOP,Oct 22 2017,Signed a 1 year $2.26 million contract with New Orleans (NOP)				
DeMarcus Cousins, C,http://www.spotrac.com/redirect/player/6886/,NOP,Oct 21 2017,Fined $25000 for using inappropriate language toward fan during NOP-MEM game				
Cliff Alexander, PF,http://www.spotrac.com/redirect/player/18049/,NOP,Oct 14 2017,Waived by New Orleans (NOP)				
Perry Jones III, SF,http://www.spotrac.com/redirect/player/10853/,NOP,Oct 14 2017,Waived by New Orleans (NOP)				
Martell Webster, SF,http://www.spotrac.com/redirect/player/2685/,NOP,Oct 1 2017,Waived by New Orleans (NOP)				
Cliff Alexander, PF,http://www.spotrac.com/redirect/player/18049/,NOP,Sep 25 2017,Signed a contract with New Orleans (NOP)				
Martell Webster, SF,http://www.spotrac.com/redirect/player/2685/,NOP,Sep 25 2017,Signed a contract with New Orleans (NOP)				
Dante Cunningham, PF,http://www.spotrac.com/redirect/player/6321/,NOP,Sep 25 2017,Signed a 1 year $2.3 million contract with New Orleans (NOP)				
Tony Allen, SG,http://www.spotrac.com/redirect/player/2210/,NOP,Sep 14 2017,Signed a contract with New Orleans (NOP)				
Perry Jones III, SF,http://www.spotrac.com/redirect/player/10853/,NOP,Sep 13 2017,Signed a contract with New Orleans (NOP)				
Quinn Cook, PG,http://www.spotrac.com/redirect/player/18264/,NOP,Sep 6 2017,Signed a 2 year contract with Atlanta (ATL)				
Quincy Pondexter, SG,http://www.spotrac.com/redirect/player/6908/,NOP,Sep 1 2017,Traded to Chicago (CHI) from New Orleans (NOP)  with 2018 2nd round pick and cash for  Ater Majok
Ian Clark, SG,http://www.spotrac.com/redirect/player/13442/,NOP,Aug 3 2017,Signed a 1 year $1.57 million contract with New Orleans (NOP)				
Axel Toupane, SG,http://www.spotrac.com/redirect/player/18042/,NOP,Jul 25 2017,Waived by New Orleans (NOP)				
Quinn Cook, PG,http://www.spotrac.com/redirect/player/18264/,NOP,Jul 25 2017,Waived by New Orleans (NOP)				
Darius Miller, SF,http://www.spotrac.com/redirect/player/10871/,NOP,Jul 24 2017,Signed a 1 year $1.52 million contract with New Orleans (NOP)				
Rajon Rondo, PG,http://www.spotrac.com/redirect/player/2222/,NOP,Jul 19 2017,Signed a 1 year $3.3 million contract with New Orleans (NOP)				
Frank Jackson, PG,http://www.spotrac.com/redirect/player/23626/,NOP,Jul 8 2017,Signed a 3 year $3.8 million contract with New Orleans (NOP)				
Jrue Holiday, PG,http://www.spotrac.com/redirect/player/6316/,NOP,Jul 6 2017,Signed a 5 year $131.8 million contract with New Orleans (NOP)				
Edmond Sumner, PG,http://www.spotrac.com/redirect/player/23653/,NOP,Jun 22 2017,Traded to Indiana (IND) from New Orleans (NOP)  for $1 million				
Edmond Sumner, PG,http://www.spotrac.com/redirect/player/23653/,NOP,Jun 22 2017,Drafted by New Orleans (NOP): Round 2 (#52overall)				
Dwayne Bacon, SG,http://www.spotrac.com/redirect/player/23640/,NOP,Jun 22 2017,Traded to Charlotte (CHA) from New Orleans (NOP)  with $1.8 million for  Frank Jackson
Dwayne Bacon, SG,http://www.spotrac.com/redirect/player/23640/,NOP,Jun 22 2017,Drafted by New Orleans (NOP): Round 2 (#40overall)				
Tim Frazier, PG,http://www.spotrac.com/redirect/player/15755/,NOP,Jun 21 2017,Traded to Washington (WAS) from New Orleans (NOP)  for 2017 2nd round pick (#52)				
Dante Cunningham, PF,http://www.spotrac.com/redirect/player/6321/,NOP,Apr 29 2017,Declined option $3.1 million Player Option; becomes an Unrestricted Free Agent				
Axel Toupane, SG,http://www.spotrac.com/redirect/player/18042/,NOP,Apr 8 2017,Signed a 2 year $1.49 million contract with New Orleans (NOP)				
Quinn Cook, PG,http://www.spotrac.com/redirect/player/18264/,NOP,Apr 8 2017,Signed a 2 year $1.32 million contract with New Orleans (NOP)				
Quinn Cook, PG,http://www.spotrac.com/redirect/player/18264/,NOP,Mar 29 2017,Signed a 10-day contract with New Orleans (NOP)				
Quinn Cook, PG,http://www.spotrac.com/redirect/player/18264/,NOP,Mar 19 2017,Signed a 10-day contract with New Orleans (NOP)				
Jordan Crawford, SG,http://www.spotrac.com/redirect/player/6909/,NOP,Mar 16 2017,Signed a 2 year $1.88 million contract with New Orleans (NOP)				
Wayne Selden, SG,http://www.spotrac.com/redirect/player/20921/,NOP,Mar 8 2017,Signed a 10-day contract with New Orleans (NOP)				
Jordan Crawford, SG,http://www.spotrac.com/redirect/player/6909/,NOP,Mar 6 2017,Signed a 10-day contract with New Orleans (NOP)				
Hollis Thompson, SG,http://www.spotrac.com/redirect/player/10996/,NOP,Mar 5 2017,Signed a 10-day contract with New Orleans (NOP)				
Reggie Williams, SF,http://www.spotrac.com/redirect/player/6484/,NOP,Feb 25 2017,Signed a 10-day contract with New Orleans (NOP)				
Omri Casspi, SF,http://www.spotrac.com/redirect/player/6325/,NOP,Feb 25 2017,Waived by New Orleans (NOP)				
Jarrett Jack, PG,http://www.spotrac.com/redirect/player/2675/,NOP,Feb 24 2017,Signed a 10-day contract with New Orleans (NOP)				
Terrence Jones, PF,http://www.spotrac.com/redirect/player/10843/,NOP,Feb 23 2017,Waived by New Orleans (NOP)				
Hollis Thompson, SG,http://www.spotrac.com/redirect/player/10996/,NOP,Feb 23 2017,Signed a 10-day contract with New Orleans (NOP)				
Langston Galloway, PG,http://www.spotrac.com/redirect/player/15824/,NOP,Feb 20 2017,Traded to Sacramento (SAC) from New Orleans (NOP)  with  Buddy HieldTyreke EvansDeMarcus CousinsOmri Casspi
Buddy Hield, SG,http://www.spotrac.com/redirect/player/20211/,NOP,Feb 12 2017,Fined $2000 for ejection from NOP-SAC game				
Donatas Motiejunas, PF,http://www.spotrac.com/redirect/player/8071/,NOP,Jan 3 2017,Signed a contract with New Orleans (NOP)				
Reggie Williams, SF,http://www.spotrac.com/redirect/player/6484/,NOP,Jan 1 2017,Waived by New Orleans (NOP)				
